city,rmse,mae,r2
Bangalore,2.2894586307692735,1.802800879620409,0.017537020431920514
Chennai,2.62263838262701,2.2127489382006984,-0.013032571159737216
Delhi,7.810555716499144,6.921225502208128,-0.13671893797239454
Jodhpur,2.2894586307692735,1.802800879620409,0.017537020431920514
Lucknow,6.973621767534122,6.163274114543217,-0.07773121525454818
Mumbai,2.2452392190270545,1.809246861997863,-0.05199980796827797
