city,rmse,mae,r2
Bangalore,9.203948821789016,3.751045049931744,0.25348693366635433
Chennai,13.175166724286946,4.449986102332147,0.22315970255364403
Delhi,9.522920089620536,3.332279627602522,-0.1339609529875263
Jodhpur,9.210252608925996,3.749109014332855,0.2524640094675077
Lucknow,12.335779602870117,4.007630771996036,-0.030962685036350246
Mumbai,19.09270838358619,6.345088103137967,0.3586736602822419
