city,rmse,mae,r2
Bangalore,3.2084275369220157,1.1152563201553414,0.9092861720776821
Chennai,6.255463711090192,1.9204158257750457,0.8248788806247085
Delhi,4.551350599795558,0.9970439853081255,0.7409769559188502
Jodhpur,3.221991776390592,1.113084199685263,0.908517530690782
Lucknow,6.274549605624659,1.2448969047479856,0.733268161824521
Mumbai,8.265880138331333,2.4724559359006153,0.8797950906737771
