season,rmse,mae,r2
Winter,5.908718274057267,1.118797565146175,0.09937185567753848
Spring,8.186825765499222,1.9512281690827737,0.1198979524748649
Summer,17.86592968824601,8.433487731737346,0.2689745914580367
Monsoon,14.618553060730164,5.601859950597468,0.1952601017621689
